id_franja,fecha,vol_pls_m3,cu_pls_gpl,acid_pls_gpl,fe_total_pls_gpl,fe2_pls_gpl,cl_pls_gpl,sio2_pls_gpl,mn_pls_gpl
PAD-01-C01-F04,2024-03-13,16935.6,3.384,3.07,3.807,1.48,0.807,0.326,0.214
PAD-01-C01-F04,2024-03-14,18773.5,3.396,2.67,3.919,1.608,0.596,0.452,0.206
PAD-01-C01-F04,2024-03-15,17804.5,3.446,3.56,3.982,1.824,0.666,0.357,0.217
PAD-01-C01-F04,2024-03-16,17492.6,3.351,4.25,4.005,1.443,0.653,0.495,0.155
PAD-01-C01-F04,2024-03-17,16771.6,3.275,4.35,3.608,1.66,0.655,0.306,0.194
PAD-01-C01-F04,2024-03-18,18247.9,2.977,5.05,3.575,1.238,0.484,0.36,0.215
PAD-01-C01-F04,2024-03-19,16940.7,3.258,3.79,3.519,0.889,0.549,0.376,0.267
PAD-01-C01-F04,2024-03-20,17449.7,3.146,4.34,3.837,1.214,0.547,0.359,0.2
PAD-01-C01-F04,2024-03-21,16993.9,2.821,4.92,3.502,1.361,0.559,0.477,0.259
PAD-01-C01-F04,2024-03-22,17506.3,3.023,4.82,3.427,1.038,0.586,0.381,0.176
PAD-01-C01-F04,2024-03-23,18002.5,2.864,5.07,3.678,1.308,0.587,0.326,0.169
PAD-01-C01-F04,2024-03-24,18425.4,2.885,4.1,3.742,1.85,0.561,0.473,0.157
PAD-01-C01-F04,2024-03-25,18143.1,2.805,5.38,3.585,1.301,0.53,0.409,0.22
PAD-01-C01-F04,2024-03-26,17579.1,2.719,5.55,3.32,1.205,0.576,0.317,0.199
PAD-01-C01-F04,2024-03-27,18135.0,2.562,4.09,3.385,1.005,0.527,0.395,0.181
PAD-01-C01-F04,2024-03-28,17304.4,2.743,4.58,3.51,1.513,0.532,0.397,0.142
PAD-01-C01-F04,2024-03-29,17870.3,2.631,4.3,3.538,0.951,0.535,0.502,0.21
PAD-01-C01-F04,2024-03-30,18561.3,2.624,4.36,3.102,1.091,0.648,0.31,0.241
PAD-01-C01-F04,2024-03-31,17687.4,2.461,4.28,3.248,0.974,0.602,0.58,0.193
PAD-01-C01-F04,2024-04-01,17664.0,2.268,4.75,3.04,1.126,0.539,0.359,0.153
PAD-01-C01-F04,2024-04-02,16929.2,2.268,4.52,3.391,1.291,0.485,0.549,0.169
PAD-01-C01-F04,2024-04-03,17859.5,2.315,4.8,3.022,1.145,0.588,0.453,0.15
PAD-01-C01-F04,2024-04-04,17892.2,2.421,5.04,3.076,1.115,0.453,0.571,0.193
PAD-01-C01-F04,2024-04-05,17663.8,2.375,4.27,3.592,1.187,0.504,0.39,0.184
PAD-01-C01-F04,2024-04-06,17996.6,2.246,4.85,3.185,0.818,0.64,0.396,0.209
PAD-01-C01-F04,2024-04-07,18040.6,2.312,4.8,3.214,1.109,0.59,0.42,0.209
PAD-01-C01-F04,2024-04-08,17533.2,2.278,4.74,3.117,1.009,0.473,0.509,0.174
PAD-01-C01-F04,2024-04-09,18446.1,2.027,4.99,3.061,1.223,0.514,0.559,0.191
PAD-01-C01-F04,2024-04-10,16611.5,2.202,4.96,3.306,0.912,0.472,0.348,0.199
PAD-01-C01-F04,2024-04-11,17609.9,2.123,4.2,3.155,1.516,0.487,0.522,0.177
PAD-01-C01-F04,2024-04-12,18208.8,2.067,4.63,2.859,1.371,0.516,0.45,0.156
PAD-01-C01-F04,2024-04-13,17929.0,1.862,5.87,3.669,1.559,0.64,0.512,0.186
PAD-01-C01-F04,2024-04-14,17451.2,2.023,5.17,2.768,1.138,0.442,0.53,0.224
PAD-01-C01-F04,2024-04-15,18718.7,1.813,5.16,2.759,1.03,0.537,0.45,0.137
PAD-01-C01-F04,2024-04-16,17516.5,1.951,5.73,3.16,1.476,0.516,0.499,0.221
PAD-01-C01-F04,2024-04-17,17977.9,1.911,5.0,2.96,1.324,0.583,0.408,0.169
PAD-01-C01-F04,2024-04-18,17001.5,1.867,4.8,2.928,1.462,0.599,0.337,0.149
PAD-01-C01-F04,2024-04-19,17380.3,1.93,4.98,3.043,0.917,0.446,0.455,0.19
PAD-01-C01-F04,2024-04-20,17746.6,1.855,5.32,3.259,1.153,0.44,0.323,0.188
PAD-01-C01-F04,2024-04-21,17528.6,1.645,5.53,2.606,0.906,0.473,0.47,0.174
PAD-01-C01-F04,2024-04-22,17735.9,1.821,4.57,2.81,0.91,0.568,0.442,0.167
PAD-01-C01-F04,2024-04-23,17339.0,1.651,4.18,2.768,1.157,0.488,0.512,0.187
PAD-01-C01-F04,2024-04-24,18254.7,1.671,5.03,3.083,1.247,0.473,0.396,0.179
PAD-01-C01-F04,2024-04-25,16591.6,1.734,5.05,2.603,0.838,0.509,0.367,0.125
PAD-01-C01-F04,2024-04-26,18025.0,1.656,5.96,3.078,1.326,0.464,0.431,0.151
PAD-01-C01-F04,2024-04-27,17378.8,1.579,5.54,2.549,1.2,0.555,0.479,0.162
PAD-01-C01-F04,2024-04-28,17625.0,1.603,5.76,2.549,0.804,0.521,0.431,0.16
PAD-01-C01-F04,2024-04-29,18262.6,1.651,5.02,2.963,1.357,0.439,0.485,0.145
PAD-01-C01-F04,2024-04-30,17780.9,1.718,4.86,2.612,0.811,0.531,0.348,0.166
PAD-01-C01-F04,2024-05-01,16825.9,1.594,5.05,2.78,1.224,0.555,0.347,0.161
PAD-01-C01-F04,2024-05-02,17323.7,1.601,4.99,2.712,1.342,0.579,0.433,0.163
PAD-01-C01-F04,2024-05-03,16732.0,1.689,5.4,2.325,0.625,0.518,0.378,0.185
PAD-01-C01-F04,2024-05-04,18300.9,1.646,4.62,2.953,1.34,0.431,0.314,0.173
PAD-01-C01-F04,2024-05-05,18263.2,1.762,4.9,2.675,0.785,0.451,0.502,0.153
PAD-01-C01-F04,2024-05-06,17615.1,1.606,4.6,2.629,1.054,0.584,0.355,0.174
PAD-01-C01-F04,2024-05-07,17877.1,1.561,5.9,2.9,0.905,0.468,0.342,0.151
PAD-01-C01-F04,2024-05-08,17344.8,1.623,4.72,2.459,0.659,0.437,0.373,0.114
PAD-01-C01-F04,2024-05-09,18000.9,1.877,5.22,2.943,1.113,0.59,0.386,0.168
PAD-01-C01-F04,2024-05-10,17835.7,1.533,4.62,3.029,1.213,0.478,0.472,0.129
PAD-01-C01-F04,2024-05-11,17239.5,1.634,4.78,2.526,0.851,0.595,0.44,0.167
PAD-01-C01-F04,2024-05-12,17564.2,1.554,5.04,2.99,0.982,0.552,0.376,0.156
PAD-01-C01-F04,2024-05-13,17444.5,1.519,5.25,2.929,0.823,0.547,0.517,0.167
PAD-01-C01-F04,2024-05-14,17205.1,1.545,5.05,3.073,1.2,0.459,0.343,0.163
PAD-01-C01-F04,2024-05-15,18372.9,1.188,5.37,2.48,1.23,0.527,0.26,0.146
PAD-01-C01-F04,2024-05-16,17748.7,1.442,4.96,2.828,1.032,0.599,0.477,0.151
PAD-01-C01-F04,2024-05-17,17975.8,1.292,5.35,2.529,0.798,0.557,0.36,0.157
PAD-01-C01-F04,2024-05-18,18848.4,1.593,5.56,2.594,0.986,0.458,0.386,0.173
PAD-01-C01-F04,2024-05-19,17797.2,1.491,5.06,2.692,1.058,0.578,0.516,0.161
PAD-01-C01-F04,2024-05-20,17534.7,1.301,5.44,3.04,1.11,0.532,0.342,0.141
PAD-01-C01-F04,2024-05-21,17682.0,1.457,4.85,2.85,1.284,0.524,0.381,0.186
PAD-01-C01-F04,2024-05-22,17899.7,1.494,5.19,2.466,1.225,0.561,0.355,0.133
PAD-01-C01-F04,2024-05-23,17365.2,1.43,5.56,2.477,0.923,0.472,0.299,0.139
PAD-01-C01-F04,2024-05-24,16963.7,1.462,4.2,2.698,1.348,0.579,0.442,0.192
PAD-01-C01-F04,2024-05-25,17675.3,1.476,4.84,2.709,1.169,0.552,0.539,0.173
PAD-01-C01-F04,2024-05-26,18140.1,1.637,4.91,2.494,0.971,0.475,0.528,0.178
PAD-01-C01-F04,2024-05-27,18224.0,1.511,5.24,2.67,1.236,0.595,0.376,0.148
PAD-01-C01-F04,2024-05-28,17354.2,1.35,4.85,2.256,0.953,0.59,0.456,0.112
PAD-01-C01-F04,2024-05-29,17805.8,1.554,5.42,2.662,1.062,0.456,0.439,0.168
PAD-01-C01-F04,2024-05-30,18305.5,1.714,5.24,2.436,0.685,0.446,0.332,0.164
PAD-01-C01-F04,2024-05-31,17141.9,1.525,4.97,2.924,0.801,0.537,0.346,0.127
PAD-01-C01-F04,2024-06-01,17535.7,1.772,5.54,2.382,0.84,0.601,0.335,0.153
PAD-01-C01-F04,2024-06-02,17078.6,1.477,5.31,2.275,0.64,0.428,0.476,0.164
PAD-01-C01-F04,2024-06-03,18297.3,1.373,5.55,2.507,1.202,0.471,0.383,0.148
PAD-01-C01-F04,2024-06-04,18454.7,1.574,5.57,2.514,0.937,0.608,0.464,0.134
PAD-01-C01-F04,2024-06-05,17796.8,1.628,5.06,2.416,1.018,0.473,0.335,0.15
PAD-01-C01-F04,2024-06-06,17276.5,1.572,5.76,2.674,1.091,0.512,0.56,0.14
PAD-01-C01-F04,2024-06-07,17813.0,1.711,5.62,2.664,0.826,0.534,0.314,0.12
PAD-01-C01-F04,2024-06-08,17735.2,1.471,5.77,2.681,1.049,0.565,0.368,0.162
PAD-01-C01-F04,2024-06-09,17553.0,1.525,5.41,2.679,1.169,0.504,0.48,0.119
PAD-01-C01-F04,2024-06-10,16553.1,1.367,4.56,2.315,1.044,0.492,0.342,0.129
PAD-01-C01-F04,2024-06-11,17424.6,1.476,5.55,2.562,0.967,0.549,0.457,0.128
PAD-01-C01-F04,2024-06-12,17261.5,2.025,5.31,2.394,0.915,0.485,0.416,0.117
PAD-01-C01-F04,2024-06-13,17526.6,1.308,4.8,2.552,1.201,0.433,0.351,0.16
PAD-01-C01-F04,2024-06-14,17977.6,1.734,5.67,2.41,0.89,0.491,0.411,0.15
PAD-01-C01-F04,2024-06-15,17527.6,1.586,5.93,2.468,0.907,0.662,0.494,0.151
PAD-01-C01-F05,2024-03-03,18034.7,0.808,5.23,4.1,1.266,1.053,0.333,0.142
PAD-01-C01-F05,2024-03-04,18765.1,1.356,4.85,4.176,1.62,0.849,0.277,0.122
PAD-01-C01-F05,2024-03-05,18528.2,1.828,5.53,4.383,2.048,0.926,0.273,0.104
PAD-01-C01-F05,2024-03-06,17975.7,2.235,5.01,3.919,1.37,0.899,0.22,0.087
PAD-01-C01-F05,2024-03-07,17810.8,2.818,4.79,3.891,1.267,0.861,0.298,0.091
PAD-01-C01-F05,2024-03-08,17906.4,3.418,5.46,3.59,1.427,0.81,0.277,0.118
PAD-01-C01-F05,2024-03-09,18145.9,3.761,5.03,3.638,1.182,0.725,0.243,0.111
PAD-01-C01-F05,2024-03-10,19174.9,3.73,4.96,3.988,1.167,0.66,0.249,0.127
PAD-01-C01-F05,2024-03-11,18436.3,3.623,5.85,3.561,1.024,0.72,0.296,0.087
PAD-01-C01-F05,2024-03-12,18035.1,3.719,5.07,3.6,1.405,0.719,0.294,0.123
PAD-01-C01-F05,2024-03-13,18743.7,3.307,6.04,3.374,0.991,0.716,0.278,0.102
PAD-01-C01-F05,2024-03-14,18518.2,3.491,5.77,3.379,1.489,0.624,0.304,0.09
PAD-01-C01-F05,2024-03-15,17703.0,3.475,5.73,3.499,1.622,0.64,0.293,0.081
PAD-01-C01-F05,2024-03-16,18439.0,3.19,5.99,3.632,1.063,0.591,0.343,0.076
PAD-01-C01-F05,2024-03-17,18087.0,3.145,5.62,3.437,1.547,0.564,0.269,0.091
PAD-01-C01-F05,2024-03-18,17506.0,3.022,5.65,3.274,1.586,0.541,0.287,0.073
PAD-01-C01-F05,2024-03-19,18945.1,3.032,6.33,3.503,1.661,0.524,0.253,0.095
PAD-01-C01-F05,2024-03-20,18385.8,3.156,6.25,3.411,1.531,0.565,0.333,0.093
PAD-01-C01-F05,2024-03-21,17346.6,2.992,5.79,3.651,1.232,0.516,0.252,0.078
PAD-01-C01-F05,2024-03-22,18027.3,2.876,6.28,3.626,0.992,0.522,0.28,0.095
PAD-01-C01-F05,2024-03-23,17655.4,2.965,2.73,4.114,1.368,0.742,0.395,0.154
PAD-01-C01-F05,2024-03-24,18364.9,2.847,4.35,4.412,1.162,0.792,0.42,0.156
PAD-01-C01-F05,2024-03-25,17935.6,2.842,3.42,4.049,1.807,0.659,0.355,0.175
PAD-01-C01-F05,2024-03-26,17834.3,2.987,3.67,3.827,1.459,0.738,0.308,0.183
PAD-01-C01-F05,2024-03-27,17686.7,2.824,3.44,4.084,1.624,0.713,0.429,0.131
PAD-01-C01-F05,2024-03-28,17540.1,2.838,3.85,4.084,1.034,0.606,0.303,0.195
PAD-01-C01-F05,2024-03-29,17821.6,2.861,4.05,4.024,1.111,0.787,0.309,0.15
PAD-01-C01-F05,2024-03-30,19036.8,2.831,3.58,3.822,1.39,0.668,0.299,0.14
PAD-01-C01-F05,2024-03-31,18499.5,2.57,4.4,3.716,1.204,0.64,0.299,0.196
PAD-01-C01-F05,2024-04-01,18191.6,2.477,3.74,4.011,1.842,0.692,0.445,0.204
PAD-01-C01-F05,2024-04-02,19034.9,2.422,4.04,4.259,1.604,0.627,0.46,0.196
PAD-01-C01-F05,2024-04-03,18115.6,2.582,3.82,3.745,1.486,0.689,0.421,0.151
PAD-01-C01-F05,2024-04-04,17778.1,2.616,4.28,3.857,1.456,0.682,0.377,0.147
PAD-01-C01-F05,2024-04-05,18053.5,2.578,3.36,3.758,1.795,0.64,0.437,0.173
PAD-01-C01-F05,2024-04-06,17586.3,2.33,3.84,3.806,1.047,0.678,0.344,0.14
PAD-01-C01-F05,2024-04-07,18150.9,2.487,4.03,3.742,1.508,0.639,0.347,0.187
PAD-01-C01-F05,2024-04-08,17187.9,2.353,4.44,3.79,1.044,0.746,0.315,0.151
PAD-01-C01-F05,2024-04-09,19101.2,2.261,3.94,4.388,1.548,0.694,0.363,0.131
PAD-01-C01-F05,2024-04-10,19087.1,2.356,4.35,4.04,1.477,0.792,0.339,0.148
PAD-01-C01-F05,2024-04-11,18440.4,2.073,4.16,3.616,0.972,0.557,0.427,0.161
PAD-01-C01-F05,2024-04-12,18830.2,2.194,4.18,3.68,1.532,0.665,0.361,0.126
PAD-01-C01-F05,2024-04-13,18588.2,2.222,4.22,3.502,0.889,0.675,0.43,0.152
PAD-01-C01-F05,2024-04-14,18290.1,2.165,5.02,3.727,1.421,0.644,0.368,0.135
PAD-01-C01-F05,2024-04-15,18949.6,1.959,4.59,4.064,1.095,0.708,0.365,0.166
PAD-01-C01-F05,2024-04-16,18730.5,2.177,4.17,3.492,1.619,0.645,0.359,0.144
PAD-01-C01-F05,2024-04-17,17711.2,1.978,4.82,3.325,1.307,0.582,0.437,0.151
PAD-01-C01-F05,2024-04-18,17599.3,1.975,3.71,3.793,1.403,0.667,0.414,0.156
PAD-01-C01-F05,2024-04-19,18085.4,1.942,4.34,3.257,1.523,0.632,0.406,0.152
PAD-01-C01-F05,2024-04-20,18347.9,2.041,4.22,3.442,1.375,0.659,0.304,0.135
PAD-01-C01-F05,2024-04-21,17962.9,1.887,4.04,3.522,0.929,0.694,0.428,0.162
PAD-01-C01-F05,2024-04-22,17734.2,2.022,4.39,3.46,1.494,0.642,0.287,0.129
PAD-01-C01-F05,2024-04-23,18633.5,1.975,4.56,3.482,1.001,0.552,0.348,0.107
PAD-01-C01-F05,2024-04-24,17802.1,1.917,3.95,3.329,1.358,0.542,0.413,0.125
PAD-01-C01-F05,2024-04-25,18117.7,1.913,4.32,3.521,1.106,0.6,0.384,0.135
PAD-01-C01-F05,2024-04-26,18238.5,1.865,4.63,3.469,0.923,0.615,0.378,0.123
PAD-01-C01-F05,2024-04-27,18048.3,1.901,4.57,3.282,1.26,0.725,0.33,0.168
PAD-01-C01-F05,2024-04-28,18163.9,1.771,5.34,3.791,1.101,0.607,0.45,0.145
PAD-01-C01-F05,2024-04-29,18266.8,1.836,5.03,3.114,1.479,0.59,0.391,0.174
PAD-01-C01-F05,2024-04-30,19254.4,1.741,4.55,3.628,1.03,0.501,0.367,0.171
PAD-01-C01-F05,2024-05-01,17094.0,1.806,4.72,3.601,1.604,0.681,0.333,0.159
PAD-01-C01-F05,2024-05-02,18576.3,1.637,4.66,3.559,1.24,0.585,0.353,0.13
PAD-01-C01-F05,2024-05-03,17848.1,1.587,5.05,3.421,1.498,0.531,0.308,0.137
PAD-01-C01-F05,2024-05-04,18485.6,1.617,4.51,3.594,1.552,0.598,0.435,0.169
PAD-01-C01-F05,2024-05-05,18641.8,1.66,5.0,3.502,0.886,0.679,0.38,0.136
PAD-01-C01-F05,2024-05-06,18040.5,1.743,3.8,3.849,1.518,0.595,0.286,0.132
PAD-01-C01-F05,2024-05-07,17810.7,1.718,4.3,3.578,1.748,0.641,0.489,0.161
PAD-01-C01-F05,2024-05-08,17849.1,1.584,5.44,3.301,1.639,0.523,0.334,0.169
PAD-01-C01-F05,2024-05-09,18425.6,1.753,4.18,3.393,1.258,0.627,0.487,0.133
PAD-01-C01-F05,2024-05-10,17833.6,1.563,4.57,3.339,1.158,0.686,0.371,0.146
PAD-01-C01-F05,2024-05-11,18445.3,1.493,5.26,3.777,1.709,0.543,0.32,0.165
PAD-01-C01-F05,2024-05-12,18210.3,1.543,4.44,3.7,1.154,0.612,0.469,0.139
PAD-01-C01-F05,2024-05-13,17484.2,1.501,5.23,3.415,1.309,0.594,0.264,0.108
PAD-01-C01-F05,2024-05-14,18250.9,1.448,4.59,3.304,1.65,0.669,0.389,0.13
PAD-01-C01-F05,2024-05-15,18173.2,1.521,3.98,3.671,1.132,0.648,0.385,0.168
PAD-01-C01-F05,2024-05-16,17894.5,1.529,4.7,3.55,1.001,0.645,0.349,0.16
PAD-01-C01-F05,2024-05-17,19024.0,1.549,5.09,3.487,1.463,0.711,0.312,0.151
PAD-01-C01-F05,2024-05-18,18722.8,1.615,4.37,3.273,0.896,0.592,0.329,0.1
PAD-01-C01-F05,2024-05-19,18460.0,1.518,5.16,3.241,1.35,0.664,0.342,0.135
PAD-01-C01-F05,2024-05-20,17961.8,1.578,5.25,3.487,1.084,0.571,0.394,0.132
PAD-01-C01-F05,2024-05-21,17554.7,1.44,4.63,3.405,1.277,0.619,0.328,0.148
PAD-01-C01-F05,2024-05-22,17772.1,1.501,4.87,3.345,1.09,0.582,0.367,0.135
PAD-01-C01-F05,2024-05-23,18276.4,1.521,5.38,3.057,0.948,0.705,0.445,0.147
PAD-01-C01-F05,2024-05-24,19285.0,1.335,4.93,3.369,0.996,0.578,0.34,0.123
PAD-01-C01-F05,2024-05-25,18312.5,1.431,4.61,3.368,1.124,0.615,0.352,0.142
PAD-01-C01-F05,2024-05-26,18742.2,1.513,4.4,3.23,1.56,0.722,0.474,0.137
PAD-01-C01-F05,2024-05-27,18699.0,1.715,5.06,3.351,1.62,0.729,0.398,0.132
PAD-01-C01-F05,2024-05-28,18113.7,1.455,4.4,3.561,1.26,0.622,0.368,0.162
PAD-01-C01-F05,2024-05-29,17711.9,1.671,4.77,3.361,1.103,0.575,0.283,0.134
PAD-01-C01-F05,2024-05-30,18449.4,1.932,4.56,2.997,1.037,0.526,0.372,0.137
PAD-01-C01-F05,2024-05-31,18630.5,1.216,5.28,3.692,1.578,0.524,0.344,0.161
PAD-01-C01-F05,2024-06-01,17626.6,1.55,4.46,3.265,1.304,0.584,0.345,0.125
PAD-01-C01-F05,2024-06-02,18346.0,1.66,5.44,2.908,0.979,0.604,0.44,0.147
PAD-01-C01-F05,2024-06-03,18730.6,1.834,4.3,3.484,1.317,0.515,0.441,0.1
PAD-01-C01-F05,2024-06-04,18949.2,1.259,4.9,3.366,1.246,0.614,0.333,0.141
PAD-01-C01-F05,2024-06-05,17321.2,1.717,5.61,3.478,1.103,0.58,0.44,0.17
PAD-01-C01-F05,2024-06-06,18365.5,1.7,5.0,3.183,1.347,0.643,0.36,0.152
PAD-01-C01-F05,2024-06-07,18642.9,1.379,5.21,3.188,1.532,0.512,0.352,0.141
PAD-01-C01-F05,2024-06-08,19017.8,1.707,5.12,3.415,1.426,0.564,0.376,0.088
PAD-01-C01-F05,2024-06-09,18509.7,1.418,3.98,3.39,1.591,0.728,0.422,0.129
PAD-01-C01-F05,2024-06-10,17927.4,1.465,5.26,3.173,1.581,0.59,0.409,0.139
PAD-01-C01-F05,2024-06-11,18805.9,1.571,4.97,3.398,1.534,0.588,0.416,0.137
PAD-01-C01-F05,2024-06-12,18495.3,1.644,5.75,3.142,1.106,0.763,0.463,0.154
PAD-01-C01-F05,2024-06-13,18802.2,1.512,4.71,3.347,1.119,0.551,0.418,0.109
PAD-01-C01-F05,2024-06-14,18461.5,1.252,5.24,3.506,1.624,0.555,0.375,0.15
PAD-01-C01-F05,2024-06-15,18139.2,1.331,4.99,2.878,0.99,0.628,0.332,0.124
PAD-01-C01-F05,2024-06-16,19147.6,1.974,5.02,3.4,1.466,0.582,0.476,0.119
PAD-01-C01-F05,2024-06-17,19531.1,1.826,4.56,3.387,1.463,0.638,0.446,0.133
PAD-01-C01-F05,2024-06-18,18844.8,1.529,4.98,3.4,1.227,0.537,0.415,0.133
PAD-01-C01-F05,2024-06-19,18965.6,1.386,4.93,3.341,1.164,0.526,0.378,0.146
PAD-01-C01-F05,2024-06-20,18012.2,1.406,4.88,3.086,1.341,0.595,0.368,0.127
PAD-01-C01-F05,2024-06-21,19232.6,1.492,4.95,3.218,1.135,0.718,0.297,0.112
PAD-01-C01-F05,2024-06-22,18033.1,1.448,5.97,3.193,0.899,0.503,0.469,0.143
PAD-01-C01-F05,2024-06-23,18094.8,1.272,5.02,3.33,1.433,0.532,0.304,0.129
PAD-01-C01-F05,2024-06-24,17613.1,1.554,4.94,3.276,1.399,0.622,0.447,0.119
PAD-01-C01-F05,2024-06-25,18509.4,1.427,5.14,3.391,1.312,0.649,0.314,0.135
PAD-01-C01-F05,2024-06-26,17870.3,1.593,4.86,3.199,0.803,0.604,0.434,0.129
PAD-01-C01-F05,2024-06-27,17501.3,1.607,4.31,3.152,1.55,0.624,0.276,0.129
PAD-01-C01-F05,2024-06-28,19485.7,1.473,5.15,3.264,1.217,0.722,0.32,0.114
PAD-01-C01-F05,2024-06-29,17901.1,1.807,3.84,3.023,1.003,0.662,0.447,0.117
PAD-01-C01-F05,2024-06-30,17998.4,1.461,4.97,3.32,1.327,0.718,0.296,0.116
PAD-01-C01-F06,2024-03-15,24094.8,1.098,4.05,4.665,1.5,1.177,0.209,0.182
PAD-01-C01-F06,2024-03-16,24096.4,1.795,5.54,4.146,1.638,0.935,0.197,0.179
PAD-01-C01-F06,2024-03-17,23561.4,2.756,5.54,4.798,1.885,0.799,0.274,0.215
PAD-01-C01-F06,2024-03-18,22582.0,3.419,4.78,4.253,1.706,0.811,0.284,0.169
PAD-01-C01-F06,2024-03-19,24742.5,3.873,5.11,4.453,1.352,0.72,0.273,0.198
PAD-01-C01-F06,2024-03-20,24015.4,4.933,4.99,4.05,1.648,0.701,0.301,0.129
PAD-01-C01-F06,2024-03-21,24525.0,5.685,5.18,3.87,1.273,0.694,0.189,0.16
PAD-01-C01-F06,2024-03-22,23928.5,5.699,6.44,4.118,1.411,0.562,0.266,0.214
PAD-01-C01-F06,2024-03-23,22892.8,5.54,6.33,3.948,1.748,0.643,0.246,0.176
PAD-01-C01-F06,2024-03-24,22915.9,4.856,5.92,4.057,1.115,0.513,0.216,0.126
PAD-01-C01-F06,2024-03-25,24589.4,5.1,1.0,5.101,1.492,1.141,0.431,0.313
PAD-01-C01-F06,2024-03-26,24327.0,5.218,1.49,4.721,1.882,1.089,0.396,0.199
PAD-01-C01-F06,2024-03-27,24026.6,4.706,1.85,4.877,1.381,1.039,0.455,0.286
PAD-01-C01-F06,2024-03-28,23676.9,4.988,1.0,4.95,2.396,0.985,0.415,0.261
PAD-01-C01-F06,2024-03-29,22964.1,4.767,2.7,4.944,1.476,1.112,0.367,0.261
PAD-01-C01-F06,2024-03-30,22459.1,4.924,1.55,5.217,1.447,0.767,0.42,0.265
PAD-01-C01-F06,2024-03-31,23244.2,4.742,1.54,4.687,1.632,0.925,0.385,0.194
PAD-01-C01-F06,2024-04-01,23227.2,4.432,1.0,4.768,1.242,0.969,0.373,0.313
PAD-01-C01-F06,2024-04-02,23550.6,4.515,1.64,4.464,2.098,0.934,0.392,0.207
PAD-01-C01-F06,2024-04-03,23483.3,4.359,1.62,4.318,1.573,0.788,0.479,0.164
PAD-01-C01-F06,2024-04-04,24000.1,4.221,1.86,4.425,1.582,0.789,0.354,0.216
PAD-01-C01-F06,2024-04-05,22758.0,3.875,2.08,4.858,1.726,0.864,0.359,0.178
PAD-01-C01-F06,2024-04-06,23104.3,4.223,1.41,4.542,1.227,0.919,0.364,0.251
PAD-01-C01-F06,2024-04-07,24151.7,3.782,3.03,4.572,1.578,0.788,0.402,0.197
PAD-01-C01-F06,2024-04-08,23392.8,3.961,2.74,4.086,1.563,0.921,0.386,0.213
PAD-01-C01-F06,2024-04-09,25595.8,3.871,2.33,4.764,1.265,0.877,0.441,0.168
PAD-01-C01-F06,2024-04-10,24170.2,4.023,2.71,4.232,2.046,0.651,0.363,0.273
PAD-01-C01-F06,2024-04-11,23872.4,3.791,1.48,4.691,1.753,0.822,0.443,0.248
PAD-01-C01-F06,2024-04-12,23731.8,3.706,2.47,3.917,1.398,0.83,0.261,0.202
PAD-01-C01-F06,2024-04-13,23650.9,3.484,2.55,4.21,1.921,0.683,0.363,0.263
PAD-01-C01-F06,2024-04-14,23774.2,3.48,3.28,4.456,1.193,0.745,0.321,0.186
PAD-01-C01-F06,2024-04-15,23406.6,3.48,2.9,4.179,1.151,0.898,0.474,0.26
PAD-01-C01-F06,2024-04-16,22567.9,3.644,2.03,4.103,1.539,0.708,0.355,0.197
PAD-01-C01-F06,2024-04-17,22877.3,3.438,2.89,4.708,1.728,0.736,0.407,0.277
PAD-01-C01-F06,2024-04-18,23426.3,3.258,3.64,3.892,1.034,0.753,0.476,0.23
PAD-01-C01-F06,2024-04-19,24423.9,3.059,2.58,4.168,1.599,0.721,0.306,0.16
PAD-01-C01-F06,2024-04-20,24290.6,3.35,3.76,4.047,1.163,0.647,0.396,0.263
PAD-01-C01-F06,2024-04-21,24148.5,3.098,3.13,4.058,1.594,0.697,0.302,0.17
PAD-01-C01-F06,2024-04-22,23130.9,3.11,2.57,4.157,1.327,0.787,0.413,0.259
PAD-01-C01-F06,2024-04-23,24269.8,3.07,3.32,4.089,1.217,0.787,0.29,0.175
PAD-01-C01-F06,2024-04-24,25054.8,2.904,2.96,3.48,1.209,0.521,0.399,0.223
PAD-01-C01-F06,2024-04-25,24385.6,3.085,3.46,4.026,1.94,0.717,0.368,0.179
PAD-01-C01-F06,2024-04-26,23434.6,3.087,2.99,4.054,1.545,0.676,0.332,0.194
PAD-01-C01-F06,2024-04-27,24351.7,2.718,3.36,3.676,1.027,0.652,0.396,0.196
PAD-01-C01-F06,2024-04-28,24404.3,2.703,2.4,3.848,1.728,0.621,0.327,0.189
PAD-01-C01-F06,2024-04-29,24417.5,2.94,3.59,3.6,1.439,0.676,0.393,0.169
PAD-01-C01-F06,2024-04-30,24309.2,2.638,3.25,4.103,1.4,0.656,0.413,0.214
PAD-01-C01-F06,2024-05-01,24723.3,2.574,2.92,3.97,1.726,0.648,0.412,0.21
PAD-01-C01-F06,2024-05-02,23520.6,2.727,4.33,3.637,1.459,0.536,0.501,0.199
PAD-01-C01-F06,2024-05-03,23687.5,2.449,2.52,4.154,1.866,0.655,0.419,0.226
PAD-01-C01-F06,2024-05-04,23770.8,2.505,2.95,4.173,1.681,0.709,0.465,0.231
PAD-01-C01-F06,2024-05-05,24526.5,2.428,2.98,3.999,1.496,0.724,0.386,0.168
